model_spec,description,variable,level,reference_group,n_rows_used,average_marginal_effect,average_marginal_effect_pp,median_marginal_effect,min_marginal_effect,max_marginal_effect,direction
06_glm_controlled_plus_underpayment_sensitivity,Research GLM: core plus underpayment sensitivity,DIAG_PREVIOUS_REFUSAL_GROUP,>50% refusal,0% refusal,307511,0.06773178988598216,6.773178988598216,0.06245825959593658,0.0,0.1887847236994884,Higher predicted default probability
06_glm_controlled_plus_underpayment_sensitivity,Research GLM: core plus underpayment sensitivity,DIAG_PREVIOUS_REFUSAL_GROUP,No previous application,0% refusal,307511,0.0023783470099604355,0.23783470099604356,0.002131754496307564,0.0,0.008991783512818374,Higher predicted default probability
06_glm_controlled_plus_underpayment_sensitivity,Research GLM: core plus underpayment sensitivity,DIAG_LATE_PAYMENT_GROUP,Late 10%-30%,No late payment,307511,0.01505690475223547,1.505690475223547,0.013457265488571644,0.0,0.05240524723644202,Higher predicted default probability
06_glm_controlled_plus_underpayment_sensitivity,Research GLM: core plus underpayment sensitivity,DIAG_LATE_PAYMENT_GROUP,Late <=10%,No late payment,307511,0.006427406654576256,0.6427406654576256,0.0057202000791169785,0.0,0.0234613443754082,Higher predicted default probability
06_glm_controlled_plus_underpayment_sensitivity,Research GLM: core plus underpayment sensitivity,DIAG_LATE_PAYMENT_GROUP,Late >30%,No late payment,307511,0.03656350333117825,3.6563503331178246,0.03301572926222147,0.0,0.11466676357830707,Higher predicted default probability
06_glm_controlled_plus_underpayment_sensitivity,Research GLM: core plus underpayment sensitivity,DIAG_LATE_PAYMENT_GROUP,No installment history,No late payment,307511,0.002491401642359884,0.2491401642359884,0.002212920023353014,0.0,0.009306789984938002,Higher predicted default probability
06_glm_controlled_plus_underpayment_sensitivity,Research GLM: core plus underpayment sensitivity,DIAG_CC_UTILIZATION_GROUP,30%-70%,No credit card history,307511,0.015869382416795023,1.5869382416795024,0.014354914693425494,0.0,0.05185679966922885,Higher predicted default probability
06_glm_controlled_plus_underpayment_sensitivity,Research GLM: core plus underpayment sensitivity,DIAG_CC_UTILIZATION_GROUP,70%-100%,No credit card history,307511,0.049417949690330296,4.94179496903303,0.04536230465815476,0.0,0.13964773589958251,Higher predicted default probability
06_glm_controlled_plus_underpayment_sensitivity,Research GLM: core plus underpayment sensitivity,DIAG_CC_UTILIZATION_GROUP,<=30%,No credit card history,307511,-0.008666920375359736,-0.8666920375359736,-0.007750900246343437,-0.03241830584954314,0.0,Lower predicted default probability
06_glm_controlled_plus_underpayment_sensitivity,Research GLM: core plus underpayment sensitivity,DIAG_CC_UTILIZATION_GROUP,>100%,No credit card history,307511,0.10542817137216731,10.542817137216732,0.0989552065866958,0.0,0.24782242599448556,Higher predicted default probability
06_glm_controlled_plus_underpayment_sensitivity,Research GLM: core plus underpayment sensitivity,DIAG_CC_UTILIZATION_GROUP,Unknown,No credit card history,307511,0.0338776219874458,3.3877621987445803,0.030890771306077716,0.0,0.10195054716567042,Higher predicted default probability
06_glm_controlled_plus_underpayment_sensitivity,Research GLM: core plus underpayment sensitivity,DIAG_CC_UTILIZATION_GROUP,Zero/no utilization,No credit card history,307511,-0.022210564174088704,-2.2210564174088705,-0.019733303193590956,-0.09096902911916344,0.0,Lower predicted default probability
06_glm_controlled_plus_underpayment_sensitivity,Research GLM: core plus underpayment sensitivity,DIAG_UNDERPAYMENT_GROUP,No installment history,No underpayment,307511,0.0026589942844197725,0.2658994284419772,0.0023546783227754164,0.0,0.00938830533339935,Higher predicted default probability
06_glm_controlled_plus_underpayment_sensitivity,Research GLM: core plus underpayment sensitivity,DIAG_UNDERPAYMENT_GROUP,Underpay 10%-30%,No underpayment,307511,0.008967096239147546,0.8967096239147546,0.007966742713158767,0.0,0.03060264477541108,Higher predicted default probability
06_glm_controlled_plus_underpayment_sensitivity,Research GLM: core plus underpayment sensitivity,DIAG_UNDERPAYMENT_GROUP,Underpay <=10%,No underpayment,307511,-0.006149486019079606,-0.6149486019079606,-0.005420559040483268,-0.02284892382892023,0.0,Lower predicted default probability
06_glm_controlled_plus_underpayment_sensitivity,Research GLM: core plus underpayment sensitivity,DIAG_UNDERPAYMENT_GROUP,Underpay >30%,No underpayment,307511,0.017948934181495124,1.7948934181495124,0.016019482513755373,0.0,0.05854811302003543,Higher predicted default probability
