calibration_bin,customer_count,observed_defaults,observed_default_rate,expected_defaults,mean_predicted_probability,min_predicted_probability,max_predicted_probability,model_id,model_label,calibration_gap,abs_calibration_gap,weighted_abs_gap,observed_non_defaults,expected_non_defaults,hl_component_default,hl_component_non_default,hl_component_total
4,7687,466,0.060621829062052816,455.21014870443986,0.05921817987569141,0.05641223807652915,0.06221029212908448,spec::03_credit_history_only,03_credit_history_only,-0.0014036491863614053,0.0014036491863614053,0.00014035031212518697,7221,7231.78985129556,0.2557519671109863,0.016098489222474026,0.27185045633346033
5,7688,525,0.0682882414151925,512.8469699631723,0.06670746227408589,0.06221029212908448,0.07638746729969495,spec::03_credit_history_only,03_credit_history_only,-0.0015807791411066169,0.0015807791411066169,0.00015808202654631585,7163,7175.153030036828,0.28799261324748276,0.020584388717247555,0.3085770019647303
6,7688,587,0.07635275754422477,619.9009611673794,0.08063227902801501,0.07638746729969495,0.09096985150152444,spec::03_credit_history_only,03_credit_history_only,0.0042795214837902384,0.0042795214837902384,0.0004279632816589837,7101,7068.099038832621,1.746203528539747,0.15314913384632198,1.899352662386069
7,7687,697,0.09067256406920775,705.8159502186887,0.09181942893439426,0.09096985150152444,0.09225214125735998,spec::03_credit_history_only,03_credit_history_only,0.001146864865186517,0.001146864865186517,0.00011467455213050231,6990,6981.184049781311,0.1101150777822558,0.011132922109513404,0.1212479998917692
8,7688,696,0.09053069719042664,716.2654239628617,0.09316667845510689,0.09225214125735998,0.09412222566849705,spec::03_credit_history_only,03_credit_history_only,0.0026359812646802455,0.0026359812646802455,0.0002636049840378486,6992,6971.734576037138,0.5733732142503248,0.05890749338135575,0.6322807076316805
9,7688,786,0.1022372528616025,830.6245259237237,0.10804169171744585,0.09412222566849705,0.125495489134215,spec::03_credit_history_only,03_credit_history_only,0.00580443885584335,0.00580443885584335,0.0005804589859741886,6902,6857.375474076276,2.3974109260741434,0.2903951112849137,2.6878060373590573
10,7688,1257,0.16350156087408949,1206.783160895571,0.1569697139562397,0.125495489134215,0.6111318807066186,spec::03_credit_history_only,03_credit_history_only,-0.006531846917849776,0.006531846917849776,0.0006532016845447212,6431,6481.216839104429,2.089630524647535,0.3890829441818447,2.4787134688293797
1,7688,408,0.053069719042663895,378.14020944281697,0.04918577125947151,0.0330764985350219,0.05532043199387546,spec::04_payment_behavior_only,04_payment_behavior_only,-0.0038839477831923847,0.0038839477831923847,0.00038840488250452737,7280,7309.859790557183,2.357874327700423,0.12197321394187331,2.4798475416422963
2,7688,456,0.05931321540062435,460.3306171220723,0.05987651107206975,0.05532043199387546,0.06331195124205037,spec::04_payment_behavior_only,04_payment_behavior_only,0.0005632956714454046,0.0005632956714454046,5.633103257202673e-05,7232,7227.669382877928,0.040740815319202546,0.0025947845238201753,0.043335599843022723
3,7688,532,0.0691987513007284,523.5700643366697,0.06810224562131499,0.06331195124205037,0.06933600168130452,spec::04_payment_behavior_only,04_payment_behavior_only,-0.001096505679413412,0.001096505679413412,0.0001096534205277233,7156,7164.42993566333,0.13572933238225848,0.009918976935503343,0.14564830931776182
4,7687,531,0.06907766358787563,532.9858449241879,0.06933600168130452,0.06933600168130452,0.06933600168130452,spec::04_payment_behavior_only,04_payment_behavior_only,0.00025833809342888647,0.00025833809342888647,2.5831121051378164e-05,7156,7154.014155075813,0.007399033389857137,0.0005512401817268328,0.00795027357158397
5,7688,540,0.07023933402705515,533.0551809258692,0.06933600168130452,0.06933600168130452,0.06933600168130452,spec::04_payment_behavior_only,04_payment_behavior_only,-0.0009033323457506293,0.0009033323457506293,9.033558461628603e-05,7148,7154.9448190741305,0.09047939819016203,0.006740864282254623,0.09722026247241665
6,7688,524,0.06815816857440167,534.8496129236121,0.06956940854885693,0.06933600168130452,0.07032048600074992,spec::04_payment_behavior_only,04_payment_behavior_only,0.0014112399744552612,0.0014112399744552612,0.00014112766882088567,7164,7153.150387076388,0.2200882224603991,0.01645625972087254,0.23654448218127164
7,7687,595,0.07740340835176272,605.2502266669559,0.07873685789865434,0.07032048600074992,0.0866899554238474,spec::04_payment_behavior_only,04_payment_behavior_only,0.0013334495468916158,0.0013334495468916158,0.00013333107868253403,7092,7081.749773333044,0.1735929076844675,0.014836325779202944,0.18842923346367044
8,7688,691,0.08988033298647242,710.9288562591138,0.09247253593380772,0.0866899554238474,0.09875841500098294,spec::04_payment_behavior_only,04_payment_behavior_only,0.0025922029473352953,0.0025922029473352953,0.0002592270384129888,6997,6977.071143740886,0.5586484615151232,0.05692350036485552,0.6155719618799786
9,7688,776,0.10093652445369407,805.6156373273656,0.10478871453269584,0.09875841500098294,0.1203684752045607,spec::04_payment_behavior_only,04_payment_behavior_only,0.003852190079001769,0.003852190079001769,0.00038522902946702047,6912,6882.384362672635,1.0887151808704922,0.1274392605944638,1.216154441464956
