calibration_bin,customer_count,observed_defaults,observed_default_rate,expected_defaults,mean_predicted_probability,min_predicted_probability,max_predicted_probability,model_id,model_label,calibration_gap,abs_calibration_gap,weighted_abs_gap
6,7688,520,0.06763787721123829,546.512023576884,0.0710863714329974,0.06534993539812246,0.07724563831250038,algorithm::lasso_logit_l1,Lasso Logistic Regression,0.0034484942217591075,0.0034484942217591075,0.00034485839351809384
7,7687,629,0.08182646025757773,648.869207565951,0.08441124073968401,0.07724568909357718,0.09211564756022023,algorithm::lasso_logit_l1,Lasso Logistic Regression,0.0025847804821062803,0.0025847804821062803,0.0002584511507316915
8,7688,785,0.10210718002081165,784.0858379842102,0.1019882723704748,0.09211577135730974,0.11328550652920737,algorithm::lasso_logit_l1,Lasso Logistic Regression,-0.00011890765033685524,0.00011890765033685524,1.1891074374850322e-05
9,7688,1039,0.13514568158168574,991.1236815495721,0.12891827283423155,0.11328595036226914,0.14899895905340946,algorithm::lasso_logit_l1,Lasso Logistic Regression,-0.0062274087474541995,0.0062274087474541995,0.0006227570755018066
10,7688,1601,0.20824661810613943,1569.894481774709,0.2042006349863045,0.14901284899927744,0.790062318550303,algorithm::lasso_logit_l1,Lasso Logistic Regression,-0.004045983119834923,0.004045983119834923,0.0004046088377076782
1,7688,193,0.025104058272632675,180.70018675085925,0.023504186622120088,0.0027422852645356864,0.02995315785360992,algorithm::elastic_net_logit,Elastic Net Logistic Regression,-0.0015998716505125875,0.0015998716505125875,0.00015999132715654378
2,7688,270,0.035119667013527575,264.718783588597,0.03443272419206516,0.02995315785360992,0.03874385965029192,algorithm::elastic_net_logit,Elastic Net Logistic Regression,-0.0006869428214624149,0.0006869428214624149,6.869606924481705e-05
3,7688,328,0.04266389177939646,330.1719909993794,0.042946408818857876,0.038743871515246706,0.047241762350051,algorithm::elastic_net_logit,Elastic Net Logistic Regression,0.00028251703946141626,0.00028251703946141626,2.8252438921139573e-05
4,7687,371,0.04826330167815793,395.3748079252429,0.05143421463838206,0.047241762350051,0.05579271692172422,algorithm::elastic_net_logit,Elastic Net Logistic Regression,0.0031709129602241343,0.0031709129602241343,0.00031705829919148414
5,7688,473,0.06152445369406868,464.24215854330413,0.060385296376600436,0.055794918623375676,0.06532756065436858,algorithm::elastic_net_logit,Elastic Net Logistic Regression,-0.001139157317468241,0.001139157317468241,0.00011391869529248726
6,7688,521,0.06776795005202914,546.3969111191127,0.07107139842860467,0.06533050028731359,0.07721511186972613,algorithm::elastic_net_logit,Elastic Net Logistic Regression,0.003303448376575535,0.003303448376575535,0.0003303534316594177
7,7687,626,0.08143619097177052,648.8437467123618,0.08440792854330192,0.07721759140644519,0.09214742040555761,algorithm::elastic_net_logit,Elastic Net Logistic Regression,0.0029717375715314076,0.0029717375715314076,0.00029714283296082013
8,7688,783,0.10184703433922997,784.099126018802,0.10199000078288269,0.0921510178671583,0.11327604713677342,algorithm::elastic_net_logit,Elastic Net Logistic Regression,0.00014296644365272004,0.00014296644365272004,1.4297016295976894e-05
9,7688,1042,0.13553590010405828,991.3225825967111,0.1289441444584692,0.11327608242416869,0.1489884231907536,algorithm::elastic_net_logit,Elastic Net Logistic Regression,-0.006591755645589087,0.006591755645589087,0.0006591927131726748
10,7688,1599,0.20798647242455776,1570.9070531431707,0.2043323430207038,0.1489884231907536,0.7782587562499771,algorithm::elastic_net_logit,Elastic Net Logistic Regression,-0.0036541294038539562,0.0036541294038539562,0.00036542244669254164
1,7688,187,0.02432362122788762,1629.8137852061018,0.21199450900183425,0.07460325521255391,0.2578006398513115,algorithm::weighted_logit_rare_event_proxy,Rare Events Logistic Regression proxy,0.18767088777394664,0.18767088777394664,0.0187675770078059
2,7688,264,0.03433922996878252,2196.729666836259,0.28573486821491406,0.2578013555497209,0.31165366339835376,algorithm::weighted_logit_rare_event_proxy,Rare Events Logistic Regression proxy,0.25139563824613154,0.25139563824613154,0.025140217836523572
3,7688,342,0.04448491155046826,2578.8526691547745,0.3354386926580092,0.3116569248112801,0.3584974599202025,algorithm::weighted_logit_rare_event_proxy,Rare Events Logistic Regression proxy,0.29095378110754094,0.29095378110754094,0.02909613503414208
4,7687,369,0.04800312215428646,2914.7358841296327,0.3791772972719699,0.35850126247730585,0.3998183611234485,algorithm::weighted_logit_rare_event_proxy,Rare Events Logistic Regression proxy,0.33117417511768343,0.33117417511768343,0.03311397128085581
5,7688,478,0.06217481789802289,3233.4700751134774,0.42058663828219006,0.3998361849026466,0.4418319796135413,algorithm::weighted_logit_rare_event_proxy,Rare Events Logistic Regression proxy,0.3584118203841672,0.3584118203841672,0.03584211445554616
6,7688,496,0.06451612903225806,3569.1006291598765,0.46424305790320974,0.4418429113299579,0.4875376511653022,algorithm::weighted_logit_rare_event_proxy,Rare Events Logistic Regression proxy,0.3997269288709517,0.3997269288709517,0.03997373278649128
7,7687,644,0.08377780668661376,3931.624148711725,0.5114640495266977,0.4875376511653022,0.5366086416019014,algorithm::weighted_logit_rare_event_proxy,Rare Events Logistic Regression proxy,0.4276862428400839,0.4276862428400839,0.042764173739063514
8,7688,794,0.10327783558792925,4335.768828047782,0.5639657684765585,0.5366113363128725,0.5932056951485439,algorithm::weighted_logit_rare_event_proxy,Rare Events Logistic Regression proxy,0.4606879328886293,0.4606879328886293,0.04606999177980413
9,7688,1050,0.136576482830385,4828.878740699194,0.6281059756372521,0.5932278529606448,0.6685648424606496,algorithm::weighted_logit_rare_event_proxy,Rare Events Logistic Regression proxy,0.4915294928068671,0.4915294928068671,0.04915422800670145
10,7688,1582,0.20577523413111343,5676.36532244301,0.7383409628567911,0.6685662638012365,0.9801646523907533,algorithm::weighted_logit_rare_event_proxy,Rare Events Logistic Regression proxy,0.5325657287256776,0.5325657287256776,0.053257958355355364
1,7688,581,0.0755723204994797,0.0076879999999999995,1e-06,1e-06,1e-06,algorithm::probit_glm,Probit Model,-0.0755713204994797,0.0755713204994797,0.007557328650589245
2,7688,560,0.07284079084287201,0.0076879999999999995,1e-06,1e-06,1e-06,algorithm::probit_glm,Probit Model,-0.07283979084287201,0.07283979084287201,0.007284168578787169
3,7688,573,0.07453173777315296,0.0076879999999999995,1e-06,1e-06,1e-06,algorithm::probit_glm,Probit Model,-0.07453073777315296,0.07453073777315296,0.007453267670855121
4,7687,601,0.07818394692337713,0.007686999999999999,1e-06,1e-06,1e-06,algorithm::probit_glm,Probit Model,-0.07818294692337713,0.07818294692337713,0.007817481112932179
5,7688,589,0.07661290322580645,0.0076879999999999995,1e-06,1e-06,1e-06,algorithm::probit_glm,Probit Model,-0.07661190322580645,0.07661190322580645,0.007661389630323369
6,7688,573,0.07453173777315296,0.0076879999999999995,1e-06,1e-06,1e-06,algorithm::probit_glm,Probit Model,-0.07453073777315296,0.07453073777315296,0.007453267670855121
7,7687,586,0.0762326004943411,0.007686999999999999,1e-06,1e-06,1e-06,algorithm::probit_glm,Probit Model,-0.07623160049434109,0.07623160049434109,0.007622366775930695
8,7688,588,0.0764828303850156,0.0076879999999999995,1e-06,1e-06,1e-06,algorithm::probit_glm,Probit Model,-0.0764818303850156,0.0764818303850156,0.007648382007856604
9,7688,578,0.07518210197710717,0.0076879999999999995,1e-06,1e-06,1e-06,algorithm::probit_glm,Probit Model,-0.07518110197710717,0.07518110197710717,0.007518305783188948
10,7688,977,0.1270811654526535,4166.499355,0.5419484072580645,1e-06,0.999999,algorithm::probit_glm,Probit Model,0.414867241805411,0.414867241805411,0.04148780346783215
1,7688,492,0.0639958376690947,0.0076879999999999995,1e-06,1e-06,1e-06,algorithm::cloglog_glm,Complementary Log-Log â€” Cloglog,-0.0639948376690947,0.0639948376690947,0.006399650251047114
2,7688,505,0.06568678459937564,0.0076879999999999995,1e-06,1e-06,1e-06,algorithm::cloglog_glm,Complementary Log-Log â€” Cloglog,-0.06568578459937564,0.06568578459937564,0.0065687493431150655
3,7688,480,0.062434963579604576,0.0076879999999999995,1e-06,1e-06,1e-06,algorithm::cloglog_glm,Complementary Log-Log â€” Cloglog,-0.062433963579604575,0.062433963579604575,0.006243558781445927
4,7687,548,0.07128918954078314,0.007686999999999999,1e-06,1e-06,1e-06,algorithm::cloglog_glm,Complementary Log-Log â€” Cloglog,-0.07128818954078314,0.07128818954078314,0.007128077122193605
5,7688,479,0.062304890738813734,0.0076879999999999995,1e-06,1e-06,1e-06,algorithm::cloglog_glm,Complementary Log-Log â€” Cloglog,-0.06230389073881373,0.06230389073881373,0.006230551158979161
6,7688,503,0.06542663891779396,0.0076879999999999995,1e-06,1e-06,1e-06,algorithm::cloglog_glm,Complementary Log-Log â€” Cloglog,-0.06542563891779396,0.06542563891779396,0.006542734098181534
7,7687,515,0.06699622739690386,0.007686999999999999,1e-06,1e-06,1e-06,algorithm::cloglog_glm,Complementary Log-Log â€” Cloglog,-0.06699522739690386,0.06699522739690386,0.006698825580790342
8,7688,749,0.09742455775234131,3402.000884,0.44250791935483874,1e-06,0.999999,algorithm::cloglog_glm,Complementary Log-Log â€” Cloglog,0.3450833616024974,0.3450833616024974,0.0345092339030672
9,7688,953,0.12395941727367325,7687.992311999999,0.999999,0.999999,0.999999,algorithm::cloglog_glm,Complementary Log-Log â€” Cloglog,0.8760395827263268,0.8760395827263268,0.08760623731106429
10,7688,982,0.1277315296566077,7687.992311999999,0.999999,0.999999,0.999999,algorithm::cloglog_glm,Complementary Log-Log â€” Cloglog,0.8722674703433922,0.8722674703433922,0.08722901625952807
