calibration_bin,customer_count,observed_defaults,observed_default_rate,expected_defaults,mean_predicted_probability,min_predicted_probability,max_predicted_probability,model_id,model_label,calibration_gap,abs_calibration_gap,weighted_abs_gap
2,7688,270,0.035119667013527575,264.2273410403765,0.03436880086373263,0.029872098262019545,0.03867096830799752,algorithm::ridge_logit_l2,Ridge Logistic Regression,-0.0007508661497949431,0.0007508661497949431,7.508856837617423e-05
3,7688,331,0.04305411030176899,329.67481953931855,0.04288174031468764,0.03867277803813224,0.0471862825905444,algorithm::ridge_logit_l2,Ridge Logistic Regression,-0.00017236998708135276,0.00017236998708135276,1.723744713287859e-05
4,7687,378,0.04917393001170808,395.02552942040853,0.05138877708083889,0.04718728674066611,0.05571263227494044,algorithm::ridge_logit_l2,Ridge Logistic Regression,0.002214847069130811,0.002214847069130811,0.00022146165899748362
5,7688,474,0.06165452653485952,463.8644524959577,0.060336167078038204,0.05571560898533344,0.06529372214818237,algorithm::ridge_logit_l2,Ridge Logistic Regression,-0.001318359456821315,0.001318359456821315,0.00013183937542654946
6,7688,514,0.06685744016649324,546.0426055634288,0.07102531289846888,0.06529372214818237,0.07726184225596708,algorithm::ridge_logit_l2,Ridge Logistic Regression,0.004167872731975636,0.004167872731975636,0.00041679811602056096
7,7687,627,0.08156628073370625,648.5960780391632,0.08437570938456657,0.07726609593825702,0.09215330417002889,algorithm::ridge_logit_l2,Ridge Logistic Regression,0.002809428650860313,0.002809428650860313,0.0002809136298962411
8,7688,778,0.10119667013527575,784.1215336415816,0.10199291540603297,0.09215340195383322,0.11328568007166902,algorithm::ridge_logit_l2,Ridge Logistic Regression,0.0007962452707572232,0.0007962452707572232,7.962659852729691e-05
9,7688,1054,0.13709677419354838,991.3908124037777,0.12895301930330094,0.11328568007166902,0.1490344309505392,algorithm::ridge_logit_l2,Ridge Logistic Regression,-0.008143754890247434,0.008143754890247434,0.0008143966752025583
10,7688,1592,0.20707596253902186,1571.840983169795,0.20445382195236667,0.14904039676681624,0.7389003314261916,algorithm::ridge_logit_l2,Ridge Logistic Regression,-0.0026221405866551917,0.0026221405866551917,0.0002622208802284804
1,7688,193,0.025104058272632675,180.91668427143554,0.02353234706964562,0.0025167067366619737,0.029992871401599418,algorithm::lasso_logit_l1,Lasso Logistic Regression,-0.0015717112029870542,0.0015717112029870542,0.00015717520914389647
2,7688,270,0.035119667013527575,264.9512027489255,0.034462955612503315,0.029992980231960953,0.03876312107498885,algorithm::lasso_logit_l1,Lasso Logistic Regression,-0.0006567114010242597,0.0006567114010242597,6.56728485532208e-05
3,7688,327,0.04253381893860562,330.3831314154536,0.04297387245258241,0.03876312107498885,0.04726141395769251,algorithm::lasso_logit_l1,Lasso Logistic Regression,0.00044005351397679443,0.00044005351397679443,4.400649620767444e-05
4,7687,372,0.048393391440093664,395.5766324118126,0.05146046993779272,0.04726281536315749,0.05582055985418447,algorithm::lasso_logit_l1,Lasso Logistic Regression,0.0030670784976990564,0.0030670784976990564,0.0003066759334505664
5,7688,470,0.06113423517169615,464.4244250125193,0.06040900429403217,0.055820907756417064,0.06534993539812246,algorithm::lasso_logit_l1,Lasso Logistic Regression,-0.0007252308776639835,0.0007252308776639835,7.252497447228993e-05
