model,n_effective,n_parameters,log_likelihood,pseudo_r2_mcfadden_vs_null,aic,bic_llf,lr_stat_vs_previous,df_diff_vs_previous,lr_p_value_vs_previous,roc_auc,pr_auc,log_loss,brier_score,lift_at_10pct,top_10pct_default_rate
M4_main_no_BB_features,307511,72,-81097.34536638025,0.0,162338.6907327605,163104.50189469266,,,,0.6851018673201248,0.16889626703452906,0.2637217704939994,0.07133094407492817,2.5289105400186265,0.20415596240772657
M4_sensitivity_with_BB_features,307511,78,-80994.68585048766,0.0012658801028417876,162145.37170097532,162975.00045973517,205.31903178518405,6.0,1.3988382692576177e-41,0.6867859394186251,0.17020586576888758,0.26338793035204483,0.07127000560562459,2.5373697820288834,0.2048388670287145
