model,term,coef_log_odds,odds_ratio,ci95_low_or,ci95_high_or,p_value,interpretation_note,abs_log_or
M5_full_plus_high_burden_late_interaction,D7_CC_UTILIZATION_GROUP_No credit card history,-0.1986006604744331,0.8198772373548606,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.1986006604744331
M5_full_plus_high_burden_late_interaction,D7_BUREAU_DEBT_CREDIT_GROUP_<=25%,-0.19135198837356035,0.8258418502563265,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.19135198837356035
M5_full_plus_high_burden_late_interaction,D7_ANNUITY_INCOME_GROUP_30-40%,0.18979183541472724,1.2089979009143468,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.18979183541472724
M5_full_plus_high_burden_late_interaction,D7_OCCUPATION_GROUP_Core staff,0.18101828604591882,1.198437093768562,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.18101828604591882
M5_full_plus_high_burden_late_interaction,D7_OCCUPATION_GROUP_High skill tech staff,0.1783273766606698,1.1952165431935255,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.1783273766606698
M5_full_plus_high_burden_late_interaction,D7_PAYMENT_RATIO_GROUP_<80% paid,0.17739879356520244,1.1941072004542628,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.17739879356520244
M5_full_plus_high_burden_late_interaction,D7_OCCUPATION_GROUP_Medicine staff,0.17737343848277812,1.1940769241516025,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.17737343848277812
M5_full_plus_high_burden_late_interaction,D7_INCOME_TYPE_GROUP_Working,0.17645724223975634,1.1929834163701687,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.17645724223975634
M5_full_plus_high_burden_late_interaction,D7_ANNUITY_INCOME_GROUP_20-30%,0.16574754696244481,1.1802751000749834,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.16574754696244481
M5_full_plus_high_burden_late_interaction,D7_PAYMENT_RATIO_GROUP_80-100% paid,0.15295734680288936,1.165275275166733,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.15295734680288936
M5_full_plus_high_burden_late_interaction,D7_CREDIT_INCOME_GROUP_2x-4x,0.14999282808734907,1.1618259101844597,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.14999282808734907
M5_full_plus_high_burden_late_interaction,D7_BUREAU_DEBT_CREDIT_GROUP_No bureau debt,-0.14912203099691076,0.8614639831757546,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.14912203099691076
M5_full_plus_high_burden_late_interaction,D7_INCOME_TYPE_GROUP_State servant,-0.14675591435573565,0.8635047208016579,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.14675591435573565
M5_full_plus_high_burden_late_interaction,D7_LATE_PAYMENT_GROUP_Late <=10%,-0.11051321482752503,0.8953744978917454,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.11051321482752503
M5_full_plus_high_burden_late_interaction,D7_PREV_REFUSAL_GROUP_<=25% refusal,0.10450751575839666,1.1101637375572944,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.10450751575839666
M5_full_plus_high_burden_late_interaction,D7_BUREAU_ACTIVE_GROUP_2-3 active,0.08921623547969555,1.0933170447032527,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.08921623547969555
M5_full_plus_high_burden_late_interaction,D7_PAYMENT_RATIO_GROUP_Unknown,0.08622332249815895,1.09004973375482,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.08622332249815895
M5_full_plus_high_burden_late_interaction,D7_POS_DPD_GROUP_POS DPD <=5%,-0.07677788206925137,0.9260955331865953,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.07677788206925137
M5_full_plus_high_burden_late_interaction,D7_POS_DPD_GROUP_No POS/CASH history,0.07261721661597151,1.0753188439391226,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.07261721661597151
M5_full_plus_high_burden_late_interaction,D7_CREDIT_INCOME_GROUP_>6x,-0.06302555246010724,0.9389194816800076,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.06302555246010724
M5_full_plus_high_burden_late_interaction,D7_CREDIT_INCOME_GROUP_4x-6x,0.05554801106726003,1.0571197693024246,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.05554801106726003
M5_full_plus_high_burden_late_interaction,D7_INCOME_TYPE_GROUP_Pensioner,0.05384807903957576,1.0553242641002716,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.05384807903957576
M5_full_plus_high_burden_late_interaction,D7_POS_DPD_GROUP_POS DPD >20%,0.05000601114933179,1.051277415742566,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.05000601114933179
M5_full_plus_high_burden_late_interaction,D7_BUREAU_ACTIVE_GROUP_No bureau history,-0.03574587636598,0.9648854625303303,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.03574587636598
M5_full_plus_high_burden_late_interaction,D7_BUREAU_OVERDUE_GROUP_No bureau history,-0.03574587636598,0.9648854625303303,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.03574587636598
M5_full_plus_high_burden_late_interaction,D7_BUREAU_DEBT_CREDIT_GROUP_No bureau history,-0.03574587636598,0.9648854625303303,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.03574587636598
M5_full_plus_high_burden_late_interaction,D7_POS_DPD_GROUP_POS DPD 5-20%,0.024749885341521543,1.025058706251047,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.024749885341521543
M5_full_plus_high_burden_late_interaction,D7_ANNUITY_INCOME_GROUP_<=10%,0.023308142168417003,1.023581899702968,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.023308142168417003
M5_full_plus_high_burden_late_interaction,D7_PREV_REFUSAL_GROUP_No previous application,0.020745939979467207,1.0209626328974817,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.020745939979467207
M5_full_plus_high_burden_late_interaction,D7_PAYMENT_RATIO_GROUP_>105% paid,0.020684047552493125,1.0208994449977282,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.020684047552493125
M5_full_plus_high_burden_late_interaction,D7_BUREAU_ACTIVE_GROUP_1 active,0.006199035649841121,1.0062182894357428,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.006199035649841121
M5_full_plus_high_burden_late_interaction,D7_HIGH_BURDEN_LATE_INTERACTION__SD,0.006093908479041114,1.0061125141137945,,,,OR > 1 increases odds of TARGET=1 vs reference; OR < 1 decreases odds.,0.006093908479041114
